UDI, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida
8465,25,45,1672, 27.5,54,0
8466,25,55,1475, 40.5,59,0
8467,25,55,1469, 38.4,62,0
8468,25,45,1704, 28.3,64,0
8469,25,45,1463, 39.1,66,0
8470,25,45,1280, 64.1,71,0
8471,25,55,1464,38,74,0
8472,25,45,1332, 46.4,76,0
8473,25,35,1634, 37.8,78,0
8474,25,45,1430, 43.1,80,0
8475,25,35,1523, 44.6,83,0
8476,25,35,1557, 37.7,86,0
8477,25,35,1585, 32.2,89,0
8478,25,35,1579, 33.5,91,0
8479,25,35,1354, 60.8,96,0
8480,25,45,1627, 33.4,99,0
8481,25,25,1477, 35.6,101,0
8482,25,15,1595,29,103,0
8483,25,25,1520, 38.1,106,0
8484,25,15,1618, 31.5,108,0
8485,25,25,1397, 50.3,110,0
8486,25,25,1450, 47.9,112,0
8487,25,35,1501, 40.2,114,0
8488,25,25,1392, 50.1,117,0
8489,25,25,1385, 43.2,119,0
8490,25,25,1461, 46.3,121,0
8491,25,35,1364, 58.7,123,0
8492,25,35,1579, 38.6,126,0
8493,25,25,1514, 38.8,128,0
8494,25,15,1560, 36.9,131,0
8495,25,15,1542, 36.7,134,0
8496,25,15,1668, 27.1,136,0
8497,25,15,1816, 22.6,138,0
8498,25,15,1509, 34.2,141,0
8499,25,25,1479, 37.8,144,0
8500,25,25,1655, 30.2,146,0
8501,25,15,1711, 30.3,148,0
8502,25,25,1581, 34.6,150,0
8503,25,45,1279, 55.9,152,0
8504,25,35,1468, 40.9,157,0
8505,25,25,1419, 41.3,159,0
8506,25,25,1530, 38.6,161,0
8507,25,25,1710, 27.3,163,1
8508,25,25,1518, 39.8,165,0
8509,25,25,1679, 33.3,167,0
8510,25,25,1870, 22.5,170,0
8511,25,15,1484, 44.3,173,0
8512,25,25,1457, 44.2,175,0
8513,25,15,1546, 36.2,177,0
8514,25,5,1478, 36.5,182,0
8515,25,5,1447, 47.1,185,0
8516,25,5,1443, 45.4,187,0
8517,25,15,1527, 30.9,189,0
8518,25,15,1469, 54.8,191,0
8519,25,15,1681, 27.1,194,0
8520,25,15,1420, 44.1,197,0
8521,25,15,1543, 49.9,199,0
8522,25,25,1376, 50.4,202,0
8523,25,15,1631, 29.8,0,0
8524,25,15,1529, 41.7,5,0
8525,25,15,1468, 46.2,10,0
8526,25,15,1378, 52.3,12,0
8527,25,15,1401, 51.9,14,0
8528,25,25,1531, 37.4,16,0
8529,25,25,1512, 35.8,18,0
8530,25,35,1522, 47.4,20,0
8531,25,35,1615, 31.8,23,0
8532,25,45,1449, 46.5,26,0
8533,25,45,1315, 55.5,28,0
8534,25,45,1465, 41.1,30,0
8535,25,45,1404, 43.3,33,0
8536,25,45,1547, 44.8,36,0
8537,25,45,1426, 45.4,38,0
8538,25,45,1730, 30.2,41,0
8539,25,35,1548, 37.7,43,0
8540,25,35,1517, 40.2,45,0
8541,25,45,1687, 29.3,47,0
8542,25,35,1738, 25.2,49,0
8543,25,25,1512, 35.3,51,0
8544,25,35,1365, 48.7,56,0
8545,25,35,2011,21,59,0
8546,25,25,1806, 27.6,64,0
8547,25,25,1716, 28.4,66,0
8548,25,25,1666, 24.3,68,0
8549,25,35,1578, 36.3,71,0
8550,25,15,1558, 37.2,73,0
8551,25,15,1456, 45.5,75,0
8552,25,5,1457,49,77,0
8553,25,5,1467, 44.5,80,0
8554,24,95,1661, 38.2,82,0
8555,24,95,1592, 33.9,85,0
8556,25,5,1596, 37.2,87,0
8557,25,5,1489, 40.6,89,0
8558,25,15,1471, 48.3,91,0
8559,25,15,1505, 41.3,93,0
8560,25,15,1519,40,96,0
8561,25,15,1408, 45.4,98,0
8562,25,5,1332, 44.4,100,0
8563,24,95,1351, 52.4,102,0
8564,24,85,1500, 36.7,104,0
8565,24,85,1614, 30.7,106,0
8566,24,85,1489, 36.5,109,0
8567,24,75,1751, 26.6,111,0
8568,24,85,1511, 45.8,114,0
8569,24,75,1691, 29.6,116,0
8570,24,75,1757, 27.5,118,0
8571,24,75,1545, 35.9,120,0
8572,24,75,2262, 15.7,125,0
8573,24,55,1559, 35.2,127,0
8574,24,45,1626, 32.4,130,0
8575,24,45,1424, 53.9,132,0
8576,24,45,1648, 29.1,134,0
8577,24,45,1523, 39.5,137,0
8578,24,45,1502, 43.2,139,0
8579,24,35,1489, 40.7,141,0
8580,24,25,1620, 31.2,143,0
8581,24,35,1631, 30.6,146,0
8582,24,35,1429, 45.8,148,0
8583,24,35,1334,72,151,1
8584,24,25,1423,38,154,0
8585,24,25,1390, 47.7,156,0
8586,24,25,1338, 48.5,158,0
8587,24,15,1461, 37.5,161,0
8588,24,25,1627, 34.3,166,0
8589,24,15,1385, 44.4,169,0
8590,24,15,1538,48,171,0
8591,24,25,1557, 35.5,174,0
8592,24,25,1606, 33.4,176,0
8593,24,35,1430, 44.5,178,0
8594,24,25,1601, 34.6,181,0
8595,24,25,1356, 51.9,184,0
8596,24,35,1624, 30.9,186,0
8597,24,35,1327, 56.5,189,0
8598,24,45,1410,47,191,0
8599,24,45,1478, 42.3,193,0
8600,24,45,1460, 40.3,195,0
8601,24,35,1435, 40.3,197,0
8602,24,25,1359, 46.9,199,0
8603,24,25,1729, 31.7,204,0
8604,24,15,1384, 49.1,206,0
8605,24,25,1297, 52.1,211,0
8606,24,35,1633, 33.3,213,0
8607,24,35,1505, 37.2,215,0
8608,24,35,1433,50,218,0
8609,24,25,1369, 50.6,220,1
8610,24,25,1475, 40.5,222,1
8611,24,25,1561, 38.3,0,0
8612,24,25,1472, 45.5,2,0
8613,24,35,1441, 44.5,4,0
8614,24,35,1401, 50.5,6,0
8615,24,35,1691, 33.1,9,0
8616,24,45,1382, 47.1,11,0
8617,24,45,1355, 46.4,13,0
8618,24,45,1529, 45.3,15,0
8619,24,55,1829, 24.9,17,0
8620,24,45,1480, 39.8,19,0
8621,24,45,1475, 42.4,24,0
8622,24,45,1431, 52.6,26,0
8623,24,35,1437, 42.3,29,0
8624,24,35,1476, 45.6,31,0
8625,24,35,1490, 39.7,34,0
8626,24,25,1632, 33.5,39,0
8627,24,25,1402, 49.7,41,0
8628,24,25,1347, 45.8,43,0
8629,24,35,1747,31,45,0
8630,24,35,1557, 39.1,47,0
8631,24,25,1371, 57.4,52,0
8632,24,15,1506,37,54,0
8633,24,15,1590, 35.5,59,0
8634,24,25,1336, 53.7,61,0
8635,24,15,1411, 43.2,63,0
8636,24,25,1704, 27.3,65,0
8637,24,35,1723, 27.3,67,0
8638,24,35,1459, 39.7,69,0
8639,24,45,1572, 35.9,71,0
8640,24,35,1384,56,73,0
8641,24,45,1383, 47.5,75,0
8642,24,45,1360, 48.6,77,0
8643,24,35,1596, 36.6,80,0
8644,24,35,1448, 54.3,83,0
8645,24,45,1443, 38.2,85,0
8646,24,45,1492, 35.5,88,0
8647,24,35,1497, 43.9,91,0
8648,24,35,1530, 38.5,93,0
8649,24,25,1478, 46.2,95,0
8650,24,25,1328, 61.8,98,0
8651,24,25,1771, 27.4,100,0
8652,24,25,1564,35,105,0
8653,24,15,1461, 41.5,108,0
8654,24,25,1335, 57.9,113,0
8655,24,25,1441, 46.8,116,0
8656,24,15,1268, 60.6,119,0
8657,24,15,1697, 27.4,121,0
8658,24,25,1421,46,124,0
8659,24,25,1496, 36.4,126,0
8660,24,35,1375, 55.6,128,0
8661,24,25,1295, 52.1,130,0
8662,24,25,1643, 33.8,132,0
8663,24,35,1514, 36.9,134,0
8664,24,35,1671, 29.4,136,0
8665,24,35,1355, 58.9,138,0
8666,24,45,1365, 50.6,143,0
8667,24,35,1407, 42.5,145,0
8668,24,35,1455, 46.1,147,0
8669,24,35,1502, 45.9,150,0
8670,24,35,1471, 52.3,152,0
8671,24,35,1581, 30.4,155,0
8672,24,35,1530, 37.8,157,0
8673,24,35,1312, 50.3,159,0
8674,24,25,1494, 42.6,161,0
8675,24,25,1528, 29.1,163,0
8676,24,15,1688, 29.4,166,0
8677,24,15,1520, 42.4,171,0
8678,24,15,1664, 28.9,174,0
8679,24,15,1514, 44.5,177,0
8680,24,15,1456, 54.2,179,0
8681,24,5,1494, 39.6,181,0
8682,24,5,1605,30,183,0
8683,24,5,1353, 46.5,185,0
8684,24,5,1447, 47.9,188,0
8685,24,5,1588, 40.4,190,0
8686,24,5,1524, 41.4,192,0
8687,24,5,1611, 31.6,197,0
8688,24,5,1604, 34.9,200,0
8689,23,95,1483, 46.9,203,0
8690,23,95,1543, 39.6,205,0
8691,23,95,1323, 44.4,207,1
8692,23,95,1555, 36.2,0,0
8693,23,95,1583, 31.9,2,0
8694,24,5,1584,40,4,0
8695,24,5,1766, 25.8,7,0
8696,24,5,1498, 44.4,9,0
8697,24,5,1413, 49.8,12,0
8698,24,15,1505, 33.5,14,0
8699,24,15,1438, 46.2,16,0
8700,24,15,1655, 34.1,21,0
8701,24,15,1451, 43.8,24,0
8702,24,15,1466, 38.4,27,0
8703,24,5,1774,23,30,0
8704,24,5,1284, 51.3,32,0
8705,23,95,1425,40,35,0
8706,24,5,1437, 52.4,37,0
8707,24,5,1335,53,39,0
8708,24,5,1471, 41.7,41,0
8709,24,5,1364,54,43,0
8710,23,95,1578, 35.6,46,0
8711,23,95,1712, 32.1,48,0
8712,23,95,1733, 28.7,50,0
8713,24,5,1652, 32.1,52,0
8714,24,5,1917, 24.1,54,0
8715,24,5,1444, 41.1,56,0
8716,23,95,1442, 37.1,59,0
8717,23,95,1717, 31.3,61,0
8718,23,95,1474, 42.3,64,0
8719,24,5,1509, 39.3,66,0
8720,24,5,1451, 43.1,68,0
8721,24,15,1554, 36.1,70,0
8722,24,5,1669, 30.7,72,0
8723,24,5,1366, 50.4,74,0
8724,24,5,1578, 34.4,76,0
8725,24,5,1513,39,78,0
8726,23,95,1515, 42.1,81,0
8727,24,5,1562,33,84,0
8728,24,5,1501, 38.5,86,0
8729,24,5,1398, 38.1,88,0
8730,24,15,1352, 53.8,91,0
8731,24,15,1569, 33.9,93,0
8732,24,5,1486, 46.6,98,0
8733,24,5,1864, 23.6,103,0
8734,24,15,1447, 44.5,105,0
8735,24,5,1392, 41.5,108,0
8736,24,15,1358, 47.6,110,0
8737,24,15,1491, 40.2,112,0
8738,24,15,1556, 36.7,114,0
8739,24,15,1531, 36.7,116,0
8740,24,25,1429, 37.6,118,0
8741,24,25,1573, 33.9,123,0
8742,24,25,1538, 41.2,126,0
8743,24,25,1467,39,128,0
8744,24,25,1323, 51.1,130,0
8745,24,25,1798,23,135,0
8746,24,25,1411, 46.3,138,0
8747,24,15,1528, 44.5,140,0
8748,24,15,1504,42,142,0
8749,24,15,1384, 39.6,144,0
8750,24,5,1677, 26.4,146,0
8751,24,15,1764, 30.8,148,0
8752,24,25,1472,42,150,0
8753,24,25,1465, 55.9,153,0
8754,24,25,1657, 33.1,156,0
8755,24,25,1635, 30.5,159,0
8756,24,25,1582, 31.9,161,0
8757,24,35,1761, 26.2,164,0
8758,24,35,1587, 34.9,166,0
8759,24,35,1446,53,168,0
8760,24,35,1352,53,171,0
8761,24,25,1392, 46.4,174,0
8762,24,35,1417, 49.8,177,0
8763,24,35,1824,24,179,0
8764,24,35,1603, 36.7,184,0
8765,24,25,1620, 33.4,186,0
8766,24,25,1353, 49.4,188,0
8767,24,35,1360, 50.7,190,0
8768,24,35,1380, 53.5,192,0
8769,24,35,1363, 53.6,194,0
8770,24,25,1452, 41.2,197,0
8771,24,25,1680, 32.8,200,0
8772,24,35,1536,39,202,0
8773,24,35,1621, 28.9,0,0
8774,24,35,1585, 37.6,2,0
8775,24,45,1408, 51.5,4,0
8776,24,35,1536, 38.7,7,0
8777,24,35,1352, 52.6,12,0
8778,24,35,1481, 38.8,14,0
8779,24,35,1454,45,19,0
8780,24,35,1349, 51.5,21,0
8781,24,35,1327, 52.1,24,0
8782,24,45,1552, 42.3,27,0
8783,24,35,1456, 44.7,29,0
8784,24,45,1254, 45.8,31,0
8785,24,35,1437, 43.3,34,0
8786,24,35,1694, 27.1,36,0
8787,24,35,1306, 50.7,38,0
8788,24,35,1699, 30.1,40,0
8789,24,25,1369, 53.2,43,0
8790,24,25,1471, 43.9,45,0
8791,24,25,1410, 43.9,47,0
8792,24,25,1412, 45.5,49,0
8793,24,25,1418, 51.2,52,0
8794,24,25,1782, 25.9,54,0
8795,24,25,1497, 36.4,56,0
8796,24,15,1459, 39.4,59,0
8797,24,5,1796, 23.8,61,0
8798,24,5,1569, 31.2,63,0
8799,24,15,1469, 46.7,65,0
8800,24,15,1472, 41.3,67,0
8801,24,25,1475, 47.2,69,0
8802,24,25,1488, 36.4,71,0
8803,24,25,1524, 43.1,73,0
8804,24,25,1486, 48.6,75,0
8805,24,35,1255, 60.7,77,0
8806,24,25,1469, 42.6,80,0
8807,24,25,1692, 34.3,83,0
8808,24,25,1604, 32.8,85,0
8809,24,25,1446, 48.1,88,0
8810,24,15,1503, 43.3,90,0
8811,24,15,1625, 32.8,92,0
8812,24,5,1574, 35.8,95,0
8813,24,5,1378, 41.9,97,0
8814,23,95,1693, 29.5,100,0
8815,24,5,1462, 51.2,102,0
8816,24,15,1435,55,104,0
8817,24,5,1425, 45.8,109,0
8818,24,15,1376, 53.5,112,0
8819,24,25,1481,48,117,0
8820,24,25,1349, 48.9,120,0
8821,24,15,1551,40,125,0
8822,24,25,1623, 33.8,127,0
8823,24,25,1462, 49.7,132,0
8824,24,15,1447, 57.4,134,0
8825,24,15,1799, 24.5,137,0
8826,24,15,1548, 41.3,140,0
8827,24,5,1485, 47.9,143,0
8828,24,5,1463, 49.9,146,0
8829,24,15,1587, 35.8,148,0
8830,24,15,1469, 44.1,150,0
8831,24,15,1430, 42.8,153,0
8832,24,25,1726, 26.8,158,0
8833,24,25,1651, 34.1,163,0
8834,24,25,1529, 41.3,165,0
8835,24,25,1473, 46.2,167,0
8836,24,25,1324, 53.5,169,0
8837,24,25,1708, 28.8,174,0
8838,24,35,1540, 38.5,176,0
8839,24,35,1320, 54.7,179,0
8840,24,25,1376,39,181,0
8841,24,15,1542,37,184,0
8842,24,15,1506, 39.3,187,0
8843,24,15,1492, 43.6,189,0
8844,24,15,1564,38,191,0
8845,24,25,1645, 30.8,196,0
8846,24,25,1348, 59.1,201,0
8847,24,25,1325, 62.4,204,1
8848,24,35,1443, 43.5,0,0
8849,24,35,1436, 44.8,2,0
8850,24,35,1596, 30.7,5,0
8851,24,45,1491, 43.2,7,0
8852,24,55,1573, 35.1,9,0
8853,24,55,1575, 39.9,12,0
8854,24,55,1458, 41.1,14,0
8855,24,55,1433, 41.8,16,0
8856,24,55,1662, 28.1,19,0
8857,24,55,1327, 63.7,21,0
8858,24,55,1742, 26.3,24,0
8859,24,65,1506, 33.5,26,0
8860,24,75,1457, 44.4,28,0
8861,24,75,1488, 37.3,30,0
8862,24,75,1619, 34.7,33,0
8863,24,85,1558, 41.7,35,0
8864,24,85,1731, 28.7,38,0
8865,24,85,1574, 34.8,40,0
8866,24,75,1290, 49.8,43,0
8867,24,75,1416, 39.6,45,0
8868,24,75,1566, 41.9,50,0
8869,24,75,1456, 46.5,52,0
8870,24,75,1528, 37.5,54,0
8871,24,75,1338, 49.6,56,0
8872,24,75,1558, 39.2,59,0
8873,24,75,1614, 38.1,62,0
8874,24,85,1557, 36.4,65,0
8875,24,95,1443, 45.3,70,0
8876,24,95,1332,51,72,0
8877,24,95,1752, 25.2,77,0
8878,24,95,1460, 45.8,80,0
8879,24,95,1802, 26.9,83,0
8880,24,85,1527, 39.5,85,0
8881,24,85,1458, 39.8,87,0
8882,24,85,1520, 37.9,89,0
8883,24,85,1378, 49.7,94,0
8884,24,75,1529, 38.1,96,0
8885,24,85,1527, 32.4,99,0
8886,24,85,1438, 42.9,101,0
8887,24,75,1583, 36.7,104,0
8888,24,65,1530, 37.6,106,0
8889,24,55,1530, 39.1,108,0
8890,24,55,2089, 19.1,111,0
8891,24,55,1616, 34.2,114,0
8892,24,55,1681, 28.3,116,0
8893,24,45,1475,43,119,0
8894,24,35,1371, 46.5,121,0
8895,24,35,1546,38,123,0
8896,24,25,1461, 40.1,126,0
8897,24,25,1638, 31.9,131,0
8898,24,15,1577, 35.6,133,0
8899,24,25,1532, 38.7,136,0
8900,24,15,1710, 27.7,138,0
8901,24,15,1584, 29.4,141,0
8902,24,15,1446, 50.1,144,0
8903,24,25,1522, 46.3,146,0
8904,24,25,1382, 49.9,151,0
8905,24,25,1584, 38.2,154,0
8906,24,15,1385, 55.2,156,0
8907,24,15,1592, 34.4,158,0
8908,24,5,1404, 43.7,160,0
8909,24,5,1518, 44.3,163,0
8910,23,95,1529, 40.4,165,0
8911,23,95,1550,37,167,0
8912,23,95,1773, 23.8,169,0
8913,24,5,1446, 43.7,171,0
8914,24,5,1487, 46.9,173,0
8915,24,15,1524, 49.3,176,0
8916,23,95,1403, 54.1,179,0
8917,23,95,2267, 15.7,181,0
8918,23,95,1529, 37.9,183,0
8919,23,95,1402, 51.2,186,0
8920,24,5,1693,28,188,0
8921,23,95,1496, 45.8,190,0
8922,23,95,1633, 33.3,192,0
8923,23,95,1399, 42.6,194,0
8924,23,85,1363, 45.3,196,0
8925,23,95,1527, 42.2,199,0
8926,24,5,1405, 42.5,204,0
8927,24,15,1459, 59.6,207,1
8928,24,25,1789,25,210,0
8929,24,25,1531, 41.5,213,0
8930,24,25,1620, 35.8,215,0
8931,24,25,1571, 39.4,0,0
8932,24,25,1434, 39.9,2,0
8933,24,25,1474, 43.6,4,0
8934,24,15,1544, 41.7,6,0
8935,24,15,1601, 35.7,9,0
8936,24,25,1801, 26.9,11,0
8937,24,25,1465,42,13,0
8938,24,25,1340, 52.6,15,0
8939,24,25,1517,41,18,0
8940,24,15,1434, 44.8,21,0
8941,24,15,1935, 19.3,24,0
8942,24,15,1595, 32.2,29,0
8943,24,15,2188,17,32,0
8944,24,15,1449, 44.4,34,0
8945,24,15,1471, 38.2,37,0
8946,24,25,1639, 33.8,39,0
8947,24,15,1846, 24.5,41,0
8948,24,15,1452, 38.2,44,0
8949,24,25,1483, 41.9,47,0
8950,24,25,1284, 60.3,50,0
8951,24,25,1419,50,52,0
8952,24,15,1763, 28.4,54,0
8953,24,5,1478, 42.5,56,0
8954,24,15,1518,36,59,0
8955,24,15,1447,49,61,0
8956,24,25,1355, 55.1,63,0
8957,24,25,1348, 57.4,66,0
8958,24,25,1348, 53.7,68,0
8959,24,25,1734, 27.7,70,0
8960,24,15,1420, 46.5,73,0
8961,24,15,1797, 24.7,75,0
8962,24,15,1403,45,77,0
8963,24,15,1628, 30.2,80,0
8964,24,5,1687, 30.4,82,0
8965,24,5,1456, 44.9,85,0
8966,23,95,1496, 44.7,88,0
8967,23,95,1636, 30.3,90,0
8968,23,95,1536, 40.4,92,0
8969,23,95,1454, 50.6,94,0
8970,23,85,1396,50,96,0
8971,23,85,1575, 37.4,98,0
8972,23,75,1514, 35.7,100,0
8973,23,65,1455, 49.9,102,0
8974,23,65,1549, 48.3,105,0
8975,23,65,1474, 42.4,107,0
8976,23,55,1661, 34.2,109,0
8977,23,55,1535, 34.6,114,0
8978,23,75,1556, 31.2,116,0
8979,23,75,1435,45,119,0
8980,23,75,1332, 51.1,121,0
8981,23,85,1513, 42.4,124,0
8982,23,85,1502, 39.4,126,0
8983,23,85,1315, 60.1,128,0
8984,23,85,1261, 51.1,130,0
8985,23,95,1406, 60.4,133,0
8986,23,95,1584, 42.3,135,0
8987,23,95,1443, 43.9,137,0
8988,24,5,1580, 35.8,140,0
8989,24,5,1825, 24.6,142,0
8990,24,5,1469, 48.2,144,0
8991,24,5,1493, 38.4,146,0
8992,24,15,1598, 29.4,148,0
8993,24,5,1450, 37.2,151,0
8994,24,5,1632, 37.5,156,0
8995,23,95,1980, 20.3,159,0
8996,24,5,1474, 43.7,162,0
8997,24,5,1540, 37.1,164,0
8998,23,95,1609, 38.9,166,0
8999,23,95,1467, 42.8,169,0
9000,23,95,1492, 39.4,171,0
9001,23,85,1493, 46.1,173,0
9002,23,85,1500, 39.9,175,0
9003,23,95,1477, 36.6,177,0
9004,23,95,1342, 49.1,179,0
9005,23,95,1538, 34.3,181,0
9006,24,5,1337, 58.1,184,0
9007,24,15,1417, 41.8,186,0
9008,24,25,1383, 46.2,188,0
9009,24,25,1440, 42.4,190,0
9010,24,15,1579, 34.4,193,0
9011,24,5,1441,40,195,0
9012,24,5,1530, 35.9,197,0
9013,24,5,1705,26,200,0
9014,24,5,1435,43,202,0
9015,24,5,1340, 61.3,207,1
9016,24,5,1431, 49.7,210,1
9017,24,15,1396, 52.7,212,1
9018,24,15,1369,52,214,0
9019,24,15,1615, 35.4,217,1
9020,24,5,1662, 31.3,0,0
9021,24,15,1553, 33.5,2,0
9022,24,25,1536, 34.6,4,0
9023,24,25,1548, 46.6,7,0
9024,24,25,1706, 30.9,9,0
9025,24,25,1366, 45.5,11,0
9026,24,35,1440, 35.9,13,0
9027,24,35,1685, 28.1,15,0
9028,24,25,1444,44,18,0
9029,24,25,1395, 48.7,21,0
9030,24,25,1483, 38.8,23,0
9031,24,35,1403, 44.3,25,0
9032,24,35,1793, 23.9,28,0
9033,24,25,1723, 28.8,33,0
9034,24,25,1386,41,35,0
9035,24,25,1585, 46.2,37,0
9036,24,15,1731, 27.7,42,0
9037,24,15,1519, 37.7,45,0
9038,24,15,1896, 24.4,47,0
9039,24,15,2358, 14.9,49,0
9040,24,15,1341, 51.9,51,0
9041,24,15,1550,37,54,0
9042,24,15,1309, 61.5,56,0
9043,24,15,1599, 32.9,58,0
9044,24,25,1343,40,61,0
9045,24,25,1378, 39.9,63,0
9046,24,25,1603, 34.6,65,0
9047,24,25,1664, 28.1,67,0
9048,24,15,1488, 37.4,69,0
9049,24,15,1370, 50.5,71,0
9050,24,15,1545, 34.3,74,0
9051,24,25,1566, 31.4,76,0
9052,24,25,1820, 24.6,79,0
9053,24,25,1901, 22.1,81,0
9054,24,25,1638, 32.2,84,0
9055,24,15,1521, 38.2,87,0
9056,24,15,1864, 23.1,90,0
9057,24,15,1430, 41.9,95,0
9058,24,15,1686, 34.5,97,0
9059,24,5,1326, 57.2,100,0
9060,24,5,1805, 25.6,103,0
9061,24,5,1453, 45.8,105,0
9062,24,5,1863,26,110,0
9063,24,5,1576, 35.3,113,0
9064,24,5,1419, 39.7,115,0
9065,24,5,1833, 25.2,117,0
9066,24,5,2182, 17.3,119,0
9067,24,5,1656, 30.3,124,0
9068,23,95,1351, 56.6,126,0
9069,23,95,1790, 30.3,128,0
9070,24,5,1678, 28.1,133,0
9071,23,95,1427, 45.2,136,0
9072,23,85,1429,54,138,0
9073,24,5,1770, 27.2,140,0
9074,24,5,1689, 31.2,145,0
9075,24,5,1554, 41.3,147,0
9076,24,15,1506,36,150,0
9077,24,5,1474, 44.3,152,0
9078,24,15,1762, 26.1,154,0
9079,24,15,1566, 35.7,156,0
9080,24,15,1554, 42.4,158,0
9081,24,5,1869, 25.4,163,0
9082,24,15,1527, 35.1,165,0
9083,24,5,1309, 49.6,167,0
9084,24,5,1541, 35.7,169,0
9085,24,5,1326, 75.4,172,1
9086,23,95,1365,54,174,0
9087,23,95,1428, 43.7,179,0
9088,23,95,1681, 27.6,181,0
9089,23,95,1662, 26.9,183,0
9090,24,5,1989, 20.3,186,0
9091,24,5,1747,29,188,0
9092,24,5,1765, 31.1,191,0
9093,24,15,1568, 34.4,194,0
9094,24,15,1709, 30.6,196,0
9095,24,15,1370, 58.8,199,0
9096,24,15,1458, 45.7,202,0
9097,24,5,1712, 30.9,204,0
9098,24,15,1642, 36.9,206,0
9099,24,15,1468, 49.8,0,0
9100,24,15,1477, 52.3,2,0
9101,24,15,1446, 53.5,7,0
9102,24,15,1653, 31.4,9,0
9103,24,15,1494, 38.2,14,0
9104,24,15,1490,41,16,0
9105,24,25,1550, 47.8,18,0
9106,24,15,1677, 34.9,21,0
9107,24,25,1854, 21.8,24,0
9108,24,35,1662, 30.3,26,0
9109,24,35,1440, 38.8,29,0
9110,24,35,1513, 39.7,32,0
9111,24,45,1389,49,34,0
9112,24,45,1351,51,37,0
9113,24,45,1482, 38.3,39,0
9114,24,45,1744, 28.5,42,0
9115,24,45,1476,39,44,0
9116,24,45,1444, 48.2,46,0
9117,24,45,1659, 32.1,49,0
9118,24,45,1475, 46.6,54,0
9119,24,45,1526, 42.1,57,0
9120,24,25,1675, 29.5,59,0
9121,24,25,1525, 38.7,62,0
9122,24,15,1396, 45.9,64,0
9123,24,25,1580, 41.2,66,0
9124,24,25,1462, 42.8,68,0
9125,24,25,1426, 50.4,70,0
9126,24,25,1569, 34.2,72,0
9127,24,25,1477, 40.7,74,0
9128,24,25,1761, 27.2,76,0
9129,24,35,1486, 45.9,78,0
9130,24,45,1664, 30.1,81,0
9131,24,45,1576, 32.7,83,0
9132,24,45,1463, 46.7,85,0
9133,24,45,1585,42,90,0
9134,24,55,1479, 45.7,93,0
9135,24,55,1449, 40.2,95,0
9136,24,55,1404, 50.3,97,0
9137,24,55,1694, 29.1,102,0
9138,24,55,1731, 28.4,104,0
9139,24,45,1522,37,106,0
9140,24,35,1536, 36.9,108,0
9141,24,35,1373, 39.9,110,0
9142,24,35,1597, 36.4,112,0
9143,24,45,1678, 34.2,114,0
9144,24,45,1452, 42.6,116,0
9145,24,35,1447, 41.6,118,0
9146,24,45,1574, 37.1,121,0
9147,24,45,1528,40,123,0
9148,24,55,1688, 27.2,125,0
9149,24,45,1393, 40.4,127,0
9150,24,35,1429, 50.5,129,0
9151,24,35,1347,57,132,0
9152,24,45,1553, 40.5,135,0
9153,24,35,1260, 53.6,137,0
9154,24,35,1546, 33.8,139,0
9155,24,35,1596,36,141,0
9156,24,35,1340, 57.4,143,0
9157,24,35,1369, 54.8,145,0
9158,24,35,1462, 52.3,148,0
9159,24,25,1487, 46.2,150,0
9160,24,35,1510, 35.5,155,0
9161,24,35,1671,28,158,0
9162,24,35,1612,30,163,0
9163,24,45,1509, 39.7,166,0
9164,24,45,1415, 47.3,169,0
9165,24,45,2384, 14.4,171,0
9166,24,45,1326, 62.4,173,0
9167,24,45,1390, 53.4,175,0
9168,24,45,1392, 41.2,178,0
9169,24,45,1385, 44.4,181,0
9170,24,55,1896, 24.5,186,0
9171,24,55,1474, 46.8,188,0
9172,24,55,1388, 45.6,190,0
9173,24,55,1715, 27.2,193,0
9174,24,65,1650, 32.2,195,0
9175,24,65,1871, 25.6,200,1
9176,24,65,1403, 64.2,0,1
9177,24,65,1518, 40.4,2,0
9178,24,75,1504,43,4,0
9179,24,65,1340, 56.9,6,0
9180,24,75,1435, 44.7,8,0
9181,24,75,1507, 36.9,13,0
9182,24,75,1521, 36.1,15,0
9183,24,65,1576,45,17,0
9184,24,75,1543, 36.6,20,0
9185,24,85,1665, 36.6,22,0
9186,24,75,1442, 50.3,24,0
9187,24,75,1629,29,26,0
9188,24,75,1379, 47.3,28,0
9189,24,75,1502, 40.2,30,0
9190,24,75,1595,32,32,0
9191,24,85,1439, 38.5,34,0
9192,24,75,1970, 21.6,37,0
9193,24,75,1562, 35.8,40,0
9194,24,75,1530, 40.9,42,0
9195,24,75,1393, 40.6,45,0
9196,24,75,1532, 37.6,47,0
9197,24,85,1607, 37.7,49,0
9198,24,75,1469,49,51,0
9199,24,75,1538, 37.6,54,0
9200,24,75,1613, 31.4,57,0
9201,24,75,1602, 32.1,59,0
9202,24,65,1404, 44.2,62,0
9203,24,65,1548, 36.9,64,0
9204,24,65,1559, 35.2,66,0
9205,24,65,1621, 36.1,68,0
9206,24,65,1579, 32.9,70,0
9207,24,75,1547,44,72,0
9208,24,75,1386, 48.6,75,0
9209,24,85,1406, 40.9,77,0
